Id,MSSubClass,LotArea,YearBuilt,SaleCondition,SalePrice
2669,20,11660,2006,Partial,195612.28346176137
2670,60,11631,2004,Partial,263081.2295530572
2671,60,9073,2006,Partial,200420.77581322505
2672,120,3087,2006,Partial,199335.4163592535
2673,120,2938,2002,Normal,209046.52790331273
2674,120,3072,2004,Normal,210600.52191372256
2675,120,3010,2005,Partial,192620.81209167177
2676,60,9171,2004,Normal,201449.51636704107
2677,60,8658,2000,Normal,187084.3389901311
2678,60,12104,2006,Partial,239893.51524426677
2679,60,9660,1998,Normal,263252.8583193152
2680,60,9545,2000,Normal,262060.82478175213
2681,60,9233,2000,Normal,334539.6040542886
2682,60,10019,1995,Normal,283744.6762201825
2683,60,17242,1993,Normal,411923.53467695275
2684,60,10236,1994,Normal,283453.03643638437
2685,60,12585,1993,Normal,286084.9905428157
2686,60,12447,2005,Partial,245426.7264285394
2687,20,15218,2006,Partial,283077.4339483298
2688,20,10936,2006,Partial,220041.05483971632
2689,20,8640,2006,Partial,207675.03483882544
2690,60,13162,2006,Partial,377282.87079317716
2691,60,8125,2005,Normal,197471.72884647592
2692,20,7733,2005,Normal,144240.19386957493
2693,20,11024,2005,Partial,206778.50396111104
2694,20,13072,2005,Partial,149364.63683608195
2695,60,7800,2005,Normal,201649.40240577466
2696,60,7632,2005,Normal,198814.07989726248
2697,60,8304,1997,Normal,187667.4022237577
2698,60,9370,1992,Family,199697.62868287685
2699,120,7175,1990,Normal,188754.51628661112
2700,120,7175,1991,Normal,183490.68581231497
2701,60,9019,1994,Normal,177415.980951149
2702,20,9100,1962,Normal,133891.11456202395
2703,90,8927,1977,Normal,150550.0899817869
2704,20,9240,1962,Normal,143758.73885397182
2705,20,9308,1965,Normal,130674.50897791858
2706,20,8450,1968,Normal,131871.1911383852
2707,20,8638,1963,Normal,137774.14040870726
2708,20,13052,1965,Normal,134229.05989485915
2709,20,8020,1964,Normal,116073.92903334156
2710,20,8789,1967,Normal,133846.99620858376
2711,80,14330,1974,Normal,239291.39563762897
2712,60,11025,1992,Normal,315271.8337497136
2713,120,3628,2004,Normal,189977.36541305875
2714,160,2544,2005,Normal,180834.1698698138
2715,160,2998,2000,Normal,177512.8176795927
2716,160,4447,2003,Normal,187189.6381785323
2717,60,8314,1997,Normal,197083.54365105342
2718,20,7180,2001,Normal,219134.14910329622
2719,190,13110,1972,Normal,164437.59126812173
2720,20,10140,1967,Normal,165283.4890410729
2721,20,9600,1968,Normal,141223.5306490095
2722,60,8640,1968,Normal,161829.94046245367
2723,20,9360,1968,Abnorml,148435.12061657666
2724,85,8400,1968,Normal,136963.249415948
2725,20,9759,1966,Normal,136504.12925810507
2726,80,9600,1967,Normal,142509.28589836534
2727,190,8800,1965,Abnorml,173716.82211535829
2728,20,10368,1964,Normal,160546.5791352176
2729,60,9350,1964,Normal,154124.4303991775
2730,20,10800,1960,Normal,139299.89043613628
2731,30,8550,1934,Normal,129597.24556566447
2732,20,9724,1947,Normal,129996.3270447023
2733,20,9600,1961,Normal,153620.80943412616
2734,20,10858,1952,Partial,156447.83649860843
2735,20,9600,1951,Normal,140796.19948009957
2736,60,9462,1949,Normal,146417.71778659313
2737,20,9888,1954,Normal,127810.48629233139
2738,90,8917,1967,Normal,146899.37180236503
2739,80,12700,1964,Normal,155164.07918635765
2740,20,9723,1963,Normal,138183.18396846953
2741,20,8400,1957,Normal,145000.24934009238
2742,20,9610,1958,Normal,154036.29402776578
2743,80,10000,1956,Normal,144601.5613714529
2744,20,10152,1956,Normal,147340.6426783452
2745,20,8092,1954,Abnorml,139153.8999057815
2746,20,12778,1952,Normal,137445.38864652463
2747,20,10170,1951,Normal,152203.94580401544
2748,80,7700,1956,Normal,138497.23496460842
2749,20,11050,1956,Normal,135192.19362295698
2750,20,13600,1955,Normal,138257.4167515837
2751,20,15428,1951,Normal,135860.57682472782
2752,30,21299,1941,Abnorml,196477.93994379436
2753,20,13300,1956,Normal,151299.30559793042
2754,190,22136,1925,Normal,215672.38125076564
2755,50,7500,1947,Normal,134615.26698869764
2756,30,10410,1930,Normal,121361.19914103957
2757,30,10914,1929,Normal,115922.65295123945
2758,50,7008,1900,Normal,123092.97590172266
2759,70,7200,1915,Normal,151293.62868451918
2760,50,10818,1910,Abnorml,147245.62158250783
2761,80,10184,1963,Normal,142486.7937687379
2762,20,9510,1962,Normal,143198.76510866015
2763,20,10800,1961,Normal,171017.75625772364
2764,20,11650,1959,Normal,173482.8536663305
2765,60,18275,1962,Normal,212825.40384611778
2766,50,12144,1950,Normal,138611.6072818343
2767,90,8544,1950,Normal,119014.47936219317
2768,90,8512,1960,Normal,141059.95292243373
2769,20,7000,1961,Normal,138717.93215567592
2770,20,7400,1962,Normal,142716.73155842602
2771,20,7000,1962,Normal,129156.72168992274
2772,190,7000,1962,Normal,124444.85847817737
2773,70,9856,1900,Normal,170410.66955661977
2774,50,9600,1948,Normal,132985.39422042432
2775,50,5520,1920,Normal,132612.99883911104
2776,50,9600,1900,Normal,139486.33259836756
2777,70,6451,1900,Normal,148310.09293675143
2778,70,3960,1930,Normal,124632.5913963379
2779,190,7745,1900,Normal,161228.104357339
2780,30,7741,1924,Abnorml,117939.68013190816
2781,30,5633,1925,Normal,117167.81882606092
2782,20,7200,1950,Normal,122058.69135055561
2783,70,7614,1905,Normal,122637.30504821082
2784,190,6000,1955,Normal,131373.04925493538
2785,50,6000,1924,Normal,145568.7763019458
2786,30,7830,1921,Normal,106884.66196482193
2787,50,9576,1945,Normal,124424.31321536464
2788,30,5747,1920,Normal,115642.50054173425
2789,75,6300,1910,Normal,166822.50986687967
2790,90,5976,1920,Normal,119186.88467880106
2791,20,9750,1958,Normal,134014.65591839416
2792,50,4761,1918,Normal,101299.73319128877
2793,70,11737,1924,Normal,145177.5331233622
2794,50,6120,1930,Abnorml,125198.50154326674
2795,50,6120,1930,Normal,126598.08613535367
2796,30,11672,1925,Normal,115887.22970867291
2797,50,33120,1962,Normal,174855.27765829372
2798,50,10320,1924,Abnorml,133471.44126435186
2799,70,7518,1910,Normal,137492.9120753018
2800,30,9000,1919,Abnorml,103762.75726975514
2801,30,7200,1930,Family,121133.52177062652
2802,50,12375,1951,Normal,137904.56595686657
2803,90,11136,1964,Normal,164131.99807175706
2804,20,21370,1950,Normal,155836.67595777736
2805,30,8250,1935,Normal,117895.47623500129
2806,30,5220,1936,Normal,117708.5254997526
2807,20,5500,2004,Normal,159594.62746774865
2808,20,11327,1967,Normal,148087.86375146592
2809,80,10366,1964,Normal,131734.5416910749
2810,20,9000,1966,Abnorml,136711.693324368
2811,20,9535,1967,Normal,154889.81512591138
2812,80,7176,1978,Normal,144271.8832916426
2813,90,9662,1977,Normal,171295.5051969764
2814,90,8235,1977,Normal,164024.806100402
2815,30,17529,1924,Normal,118768.46517865965
2816,20,20355,1967,Normal,195633.3954829329
2817,20,13050,1963,Normal,153473.89718035952
2818,85,10820,1971,Normal,139546.85579090173
2819,150,1700,1980,Normal,184559.50657015262
2820,20,9375,1954,Normal,149004.5956162883
2821,50,6488,1942,Family,126741.40697999562
2822,70,19950,1928,Normal,180499.82728217504
2823,75,19800,1935,Normal,239839.0802505951
2824,80,11679,1962,Normal,182153.21183954796
2825,20,12048,1952,Normal,166792.86396026632
2826,20,10519,1955,Normal,134989.2662704355
2827,50,9525,1953,Normal,135682.23346519488
2828,60,12128,1989,Abnorml,229444.3310807303
2829,90,9069,1993,Normal,202897.73248444384
2830,60,11003,2005,Partial,235956.0828647309
2831,20,7488,2005,Abnorml,196693.2896797344
2832,20,13377,2006,Partial,246501.774468537
2833,20,11645,2005,Partial,289242.61829228944
2834,60,10984,2005,Partial,215300.07315995387
2835,20,9316,2005,Normal,219357.71843409663
2836,60,9316,2005,Normal,204125.11731364424
2837,20,12000,1968,Abnorml,164577.87997750944
2838,20,13015,1996,Normal,162497.65742264746
2839,60,12438,1995,Normal,198125.97406068942
2840,20,8685,1998,Normal,187111.19793091228
2841,60,9272,1999,Normal,205894.98425555203
2842,60,13426,1999,Normal,219576.15481141323
2843,60,8340,1977,Normal,147752.56796672684
2844,80,10385,1978,Normal,150546.89134582542
2845,20,7200,1972,Normal,127299.18921827707
2846,60,9930,2002,Normal,207399.1560852252
2847,60,9468,1999,Normal,191680.8444067525
2848,20,11088,2002,Normal,205306.68079824603
2849,60,8726,2002,Normal,207584.82160245074
2850,60,10566,1999,Normal,254605.82967501364
2851,60,21533,1996,Normal,218427.49313315377
2852,60,11250,1998,Normal,222137.3431980205
2853,60,11250,1995,Normal,225756.20020220487
2854,120,4435,2003,Normal,168746.12070785114
2855,20,8810,2003,Normal,205188.05933639096
2856,60,8581,2006,Partial,206004.14245213897
2857,60,8400,2005,Normal,198601.71803607006
2858,20,8772,2005,Partial,203581.3222907838
2859,70,8777,1910,Normal,150068.9678206991
2860,90,7840,1975,AdjLand,134385.45162457196
2861,20,16133,1969,Abnorml,141297.76471510314
2862,60,7162,2003,Normal,211336.86122872823
2863,20,8050,2002,Normal,137273.9195011413
2864,60,11060,2003,Normal,237917.94670519556
2865,180,3675,2005,Partial,159232.69220990426
2866,160,2522,2004,Normal,178526.66966947308
2867,50,6956,1948,Normal,121540.00127312612
2868,50,7822,1915,AdjLand,136728.86472298665
2869,50,8707,1924,AdjLand,128336.38019478232
2870,20,16012,1954,Abnorml,156346.19735170208
2871,50,8248,1922,Abnorml,118654.99354588064
2872,30,8088,1922,Normal,98686.38340525106
2873,50,11388,1910,Normal,121365.69677869143
2874,50,10890,1938,Normal,136718.88826676263
2875,190,6430,1945,Abnorml,126789.73861419382
2876,70,7000,1926,Normal,150120.92099921018
2877,70,4899,1920,Normal,136683.86375812916
2878,70,9399,1919,Abnorml,148894.4656002469
2879,50,10164,1939,Normal,141340.30441995797
2880,50,6191,1941,Normal,118375.30367471815
2881,50,21780,1920,Normal,143633.60959203966
2882,50,12400,1940,Normal,152656.01741550668
2883,50,8170,1929,Normal,171366.69767235214
2884,70,12320,1932,Normal,175360.48612868643
2885,70,14210,1930,Normal,163428.83363773042
2886,60,15600,1950,Normal,185400.21598782318
2887,30,7288,1942,AdjLand,113170.21859015342
2888,50,7000,1926,Normal,135597.33091074877
2889,30,8534,1925,Normal,96790.04632561147
2890,30,7030,1925,Normal,114180.26924541972
2891,50,9060,1957,Normal,139722.56345667844
2892,30,12366,1945,Abnorml,100963.88151707083
2893,190,9000,1951,Abnorml,125605.1985030616
2894,50,8520,1916,Normal,103494.43224099942
2895,120,5748,2005,Partial,282049.14819017274
2896,120,3842,2004,Normal,260181.5852009137
2897,20,23580,1979,Normal,189283.29509216256
2898,90,8385,1978,Normal,153517.87278060624
2899,20,9116,2001,Normal,225190.68660212716
2900,80,11080,1975,Normal,154381.7856199509
2901,20,50102,1958,Alloca,176464.45949959493
2902,20,8098,2000,Normal,193399.54852327798
2903,20,13618,2005,Partial,313639.19220374216
2904,20,11577,2005,Partial,316658.18965886615
2905,20,31250,1951,Normal,139602.53623045317
2906,90,7020,1997,Normal,203056.97647929235
2907,160,2665,1977,Normal,138813.03627673595
2908,20,10172,1968,Normal,135817.27741639002
2909,90,11836,1970,Normal,151913.87699162844
2910,180,1470,1970,Normal,109259.97489983296
2911,160,1484,1972,Normal,117798.38645829908
2912,20,13384,1969,Normal,152198.6767182544
2913,160,1533,1970,Abnorml,118904.69990092228
2914,160,1526,1970,Normal,112023.36960829598
2915,160,1936,1970,Normal,111329.03682585222
2916,160,1894,1970,Abnorml,119224.58047803811
2917,20,20000,1960,Abnorml,162674.317410482
2918,85,10441,1992,Normal,134988.75979521964
2919,60,9627,1993,Normal,212995.16174309276
